,Motion/Topic,MP Response,Label
235,point of order raised by hon mundubile leader of the opposition against dr musokotwane hon minister of finance and national planning for misleading the house and the nation on the role of the consortium in the construction of the proposed dual carriageway,earlier stated point order intended raise procedural breach raise contrary divergent position matter instead member contrary view issue indicate debate view foregoing point order admissible,1
236,point of order raised by hon mundubile leader of the opposition against dr musokotwane hon minister of finance and national planning for misleading the house and the nation on the role of the consortium in the construction of the proposed dual carriageway,member observed growing tendency member point order debate abuse point order avenue available member express opinion matter include motion question forward entertain attempt debate point order,0
237,point of order raised by mr nkombo hon minister of local government and rural development against hon mundubile leader of the opposition and mr kampyongo patriotic front party whip for allowing members of the patriotic front party to abscond from sittings of the house,point order nkombo mp cited standing order 49 national assembly zambia standing order 2021 set duty party whip whip house particular inquired mundubile mp mr kampyongo mp order member pf party register order earn allowance abscond house previous day bringing business house brink collapse relevant part standing order 49,1
238,point of order raised by mr nkombo hon minister of local government and rural development against hon mundubile leader of the opposition and mr kampyongo patriotic front party whip for allowing members of the patriotic front party to abscond from sittings of the house,import foregoing party whip duty ensure attendance participation member party house,1
239,point of order raised by mr nkombo hon minister of local government and rural development against hon mundubile leader of the opposition and mr kampyongo patriotic front party whip for allowing members of the patriotic front party to abscond from sittings of the house,immediate reaction point order mr deputy speaker reserved ruling order appreciate matter render measured ruling member studied matter render ruling,1
240,point of order raised by mr nkombo hon minister of local government and rural development against hon mundubile leader of the opposition and mr kampyongo patriotic front party whip for allowing members of the patriotic front party to abscond from sittings of the house,member point order raise issue duty party whip whip ensure attendance member party house,1
241,point of order raised by mr nkombo hon minister of local government and rural development against hon mundubile leader of the opposition and mr kampyongo patriotic front party whip for allowing members of the patriotic front party to abscond from sittings of the house,member recourse verbatim record proceeding material day recourse relevant video footage order ascertain transpired day indeed time nkombo mp raising point order approximately 1818 hour member pf party house video footage show member leave house registering alleged g. nkombo mp left business house register presence leave alleged point order,1
242,point of order raised by mr nkombo hon minister of local government and rural development against hon mundubile leader of the opposition and mr kampyongo patriotic front party whip for allowing members of the patriotic front party to abscond from sittings of the house,apparent departure house affect business house quorum required transact business maintained mundubile mp kampyongo mp breach respective duty regard order,1
243,point of order raised by mr kampyongo hon member of parliament for shiwang andu constituency against dr musokotwane mp hon minister of finance and national planning for alleging that the 2022 budget speech superceded the credibility of all budgets since independence,point order mr kampyongo mp inquired dr musokotwane mp order ignore report claim independence budget credibility 2022 budget suggesting budget presented house minister finance movement democracy mmd lacked credibility,1
244,point of order raised by mr kampyongo hon member of parliament for shiwang andu constituency against dr musokotwane mp hon minister of finance and national planning for alleging that the 2022 budget speech superceded the credibility of all budgets since independence,member immediate response madam deputy speaker reserved ruling studied matter render ruling,1
245,point of order raised by mr kampyongo hon member of parliament for shiwang andu constituency against dr musokotwane mp hon minister of finance and national planning for alleging that the 2022 budget speech superceded the credibility of all budgets since independence,member mr kampyongo mp point order premised standing order 65 1 b national assembly zambia standing order 2021 standing order 65 content speech,1
246,point of order raised by mr kampyongo hon member of parliament for shiwang andu constituency against dr musokotwane mp hon minister of finance and national planning for alleging that the 2022 budget speech superceded the credibility of all budgets since independence,member investigating matter recourse verbatim record proceeding thursday 23rd march 2023 verbatim record revealed minister stated,0
247,point of order raised by mr kampyongo hon member of parliament for shiwang andu constituency against dr musokotwane mp hon minister of finance and national planning for alleging that the 2022 budget speech superceded the credibility of all budgets since independence,frank time independence credibility 2022 budget top list,1
248,point of order raised by mr kampyongo hon member of parliament for shiwang andu constituency against dr musokotwane mp hon minister of finance and national planning for alleging that the 2022 budget speech superceded the credibility of all budgets since independence,clear foregoing statement minister ignored report discredited budget passed house independence alleged mr kampyongo mp minister stated 2022 budget topped list word credible previous budget credible,1
249,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,point order mwiimbu mp inquired member order allege sugilite impounded kabwe missing,1
250,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,member immediate response madam deputy speaker reserved ruling order study matter studied matter render ruling,1
251,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,member point order raise issue member duty ensure information house debating factual verifiable requirement member,1
252,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,standing order 65 1 b national assembly zambia standing order 2021,0
253,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,view foregoing recourse verbatim record proceeding friday 24th march 2023 matter urgent public importance segment order determine alleged statement made mr chilangwa mp,1
254,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,member verbatim record reveals mr chilangwa mp raising matter urgent public importance alleged k750 million worth sugilite missing police station,1
255,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,member note fact mr chilangwa mp produce documentary cogent evidence envisaged standing order 65 support allegation k750 million worth sugilite missing matter fact mwiimbu mp raising point order stated sugilite secured provincial joint security committee,1
256,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,cognisance fact minister speaking place knowledge owing fact provincial joint security committee fall shared portfolio function minister defence,0
257,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,member view foregoing find mr chilangwa mp clear violation standing order 65 1 b national assembly zambia standing order 2021 order,1
258,point of order raised by mr mwiimbu hon minister of home affairs and internal security against mr chilangwa hon member of parliament for kawambwa constituency for alleging that sugilite had gone missing in kabwe,finally wish seize opportunity caution member making unsubstantiated unverified statement house statement potential mislead house public large,1
259,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,mr tayengwa kabwata madam speaker rise matter urgent public importance directed minister home affair internal security,1
260,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker check news yesterday today greeted disturbing news especially constituency heard child different school abducted blood thirsty monster habit extent killing child,1
261,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker parent including member parliament child school worried child school activity happening especially past day,1
262,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker minister home affair internal security order quiet effect especially child grandchild child citizen worried,1
263,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,listen point raised minister home affair internal security concern continued killing child reported newspaper member worried matter,1
264,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,minister home affair internal security mr mwiimbu madam speaker surprised colleague quietly seated making statement floor make statement opportunity make abuse facility floor house,1
265,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,mr mwiimbu madam speaker note matter urgent nature assure nation zambia police service conjunction security wing government ground investigating matter member noted child killed month perpetrator heinous act arrested,1
266,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker wish appeal member public including member kabwata work community perpetrator act community identify suspicious involved activity reported security wing,1
267,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker wait house raise point urgent nature responsibility leader ensure safe,1
268,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,state madam speaker zambia police service constituted programme called community policing urge leader community work police order curb vice vice member indicated noted individual agitating trouble ensure civil strife country yesterday individual heard agitating member public rise warn agitating unrest country long arm law catch,1
269,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,mr mwiimbu madam speaker grievance procedure grievance start agitating unrest country country cherish unrest country,1
270,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,mr chisopa madam speaker rarely rise point order question member kabwata raised abduction killing child,1
271,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker minister veered topic started warning talking protest order veer issue raised start threatening community talking rule law right demonstrate permission ministry home affair internal security,0
272,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,seek ruling madam speaker,0
273,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,breach committed breach raised point order,0
274,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker concern raised member parliament kabwata grave speaking reminds backbencher nakuzingwa backbencher ruling party supposed hold frontbench accountable firm ground,0
275,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker issue copperbelt week kitwe parent gang protest child jumping bus school make child boarding disembarking bus sharing bus child allowed walk distance disembarking bus,1
276,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker attack ordinary citizen hand university teaching hospital uth kalalwe mukosa day gentleman close clobbered northmead snatch thing carrying specific measure ministry putting place curb,0
277,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,heard minister requesting member community collaborate zambia police service specific measure ministry putting place ensure child citizen protected perpetrator violence measure put place stop stealing property madam speaker playing timebomb,1
278,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,mr mwiimbu madam speaker colleague member shiwang andu concern question earlier appeal member public work zambia police service security agency ensure perpetrator heinous act brought book important source information intelligence police move indicated perpetrator act community live community suspicious character carrying act,1
279,mr tayengwa hon member of parliament for kabwata on the hon minister of home affairs and internal security mr mwiimbu on the abduction and killing of children,madam speaker zambia police service ensuring foot patrol night undertaken ensure life protected mention undertake measure member public inconvenienced complain undertake stringent measure protect life arming perpetrator vice,1
280,mr mtayachalo hon member for chama north on mr nkombo hon minister of local government and rural development on pension benefits not being paid for former zesco limited and lasf employees,mr mtayachalo chama north matter urgent public importance madam speaker,0
281,mr mtayachalo hon member for chama north on mr nkombo hon minister of local government and rural development on pension benefits not being paid for former zesco limited and lasf employees,mr mtayachalo madam speaker matter urgent public importance wish raise directed minister local government rural development,1
282,mr mtayachalo hon member for chama north on mr nkombo hon minister of local government and rural development on pension benefits not being paid for former zesco limited and lasf employees,madam speaker bearer message distress former worker zesco limited local authority paid pension benefit died life stake cope high cost living paid pension benefit,1
283,mr mtayachalo hon member for chama north on mr nkombo hon minister of local government and rural development on pension benefits not being paid for former zesco limited and lasf employees,madam speaker local authority superannuation fund lasf paying annuity annuity pension payment paid annually past year lasf paying former worker aware lasf facing severe financial challenge allowed recruit member birth national pension scheme authority napsa 2000 unable meet financial obligation,1
284,mr mtayachalo hon member for chama north on mr nkombo hon minister of local government and rural development on pension benefits not being paid for former zesco limited and lasf employees,madam speaker seek guidance lose former worker provided dedicated distinguished service nation,1
285,mr mtayachalo hon member for chama north on mr nkombo hon minister of local government and rural development on pension benefits not being paid for former zesco limited and lasf employees,urge member engage minister local government rural development member assisted admissibility matter admitted recent occurrence,0
286,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,mr mandandi sioma matter urgent public importance madan speaker,0
287,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,mr mandandi madam speaker matter urgent public importance directed minister local government rural development,1
288,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,mr mandandi madam speaker company called omni contractor limited engaged put light gravelling stretch 26 km constituency matebele kalongola kalenge trench excavation readiness installation culvert spot trench left year road sign spot causing danger road user,1
289,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,madam speaker year driver stretch swerved avoid spot occupant fell vehicle yesterday taxi plunged trench stretch causing death human resident sioma afraid spot worked sioma continue losing life minister local government rural development order ignore negligence contractor omni company deliberately back fill trench knew ready place culvert road,1
290,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,guidance madam speaker,0
291,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,matter concern vehicle plunging trench left gapping risk area run mishap minister local government rural development shed light,1
292,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,minister local government rural development mr nkombo caught back foot madam speaker matter familiar attempt attend,0
293,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,madam speaker begin state scenario exclusive road sioma site left unattended contractor country predominantly north part country,1
294,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,madam speaker wish note sioma constituency represented independent member parliament parliament aligned patriotic front pf surprising sioma town benefit rural connectivity road,1
295,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,madam speaker stated contract terminated seized contract seized account time lapse seized account fund procured budget story aware,1
296,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,zeroing road sioma madam speaker asked contractor gave termination letter prepare final account contract final reconciliation status road case omni company colleague interested immediately circumvent happened yesterday year taxi plunged culvert assure engage omni company fortunately declaration interest director omni company,1
297,mr mandandi hon member for sioma on the hon minister of local government and rural development mr nkombo on the contractor who left bare trenches on the stretch from matebele kalongola upto kalenge,mr nkombo discus ensure crossing point secured purpose saving life forward,1
298,mr mutelo member of parliament for mitete on the hon minster of home affairs and internal security mr mwiimbu on the security situation in lupuyu ward mayundu village in mitete,mr mutelo mitete matter urgent public importance madam speaker,1
299,mr mutelo member of parliament for mitete on the hon minster of home affairs and internal security mr mwiimbu on the security situation in lupuyu ward mayundu village in mitete,mr mutelo madam speaker minister home affair internal security acting leader government business house matter,1
300,mr mutelo member of parliament for mitete on the hon minster of home affairs and internal security mr mwiimbu on the security situation in lupuyu ward mayundu village in mitete,madam speaker mitete particular lupuyu ward safe minister started working matter yesterday urgent possible today security officer mitete lupuyu ward mayundu village living bush unknown burnt house shot luckily survived situation left unchecked,1
301,mr mutelo member of parliament for mitete on the hon minster of home affairs and internal security mr mwiimbu on the security situation in lupuyu ward mayundu village in mitete,madam speaker bring minister technology science due network challenge walk lukulu report case due unfinished stalled construction police station walk kilometre kilometre matter urgent attention possible lift calm situation,1
302,mr mutelo member of parliament for mitete on the hon minster of home affairs and internal security mr mwiimbu on the security situation in lupuyu ward mayundu village in mitete,minister home affair internal security mr mwiimbu madam speaker situation alluded member parliament mitete brought attention yesterday afternoon taking measure ensure security situation particular ward return normal,1
303,mr mutelo member of parliament for mitete on the hon minster of home affairs and internal security mr mwiimbu on the security situation in lupuyu ward mayundu village in mitete,member indicating closed list business matter urgent public importance due number matter urgent public importance raised encourage member question position minister clear case mitete government aware situation taking measure question asked proceed,0
304,mr mutelo member of parliament for mitete on the hon minster of home affairs and internal security mr mwiimbu on the security situation in lupuyu ward mayundu village in mitete,mr jamba fine madam speaker matter overtaken event,0
305,mr michelo hon member of parliament for bweengwa on the acting leader of government business in the house and hon minister of defence mr lufuma on security situation in bweengwa,mr michelo bweengwa matter urgent public importance madam speaker,1
306,mr michelo hon member of parliament for bweengwa on the acting leader of government business in the house and hon minister of defence mr lufuma on security situation in bweengwa,mr michelo madam speaker matter urgent public importance directed acting leader government business house,0
307,mr michelo hon member of parliament for bweengwa on the acting leader of government business in the house and hon minister of defence mr lufuma on security situation in bweengwa,madam speaker bweengwa constituency cattle rustling rampant farmer losing animal started sleeping kraal police post bweengwa constituency government busy giving money deserve money providing security deserve,1
308,mr michelo hon member of parliament for bweengwa on the acting leader of government business in the house and hon minister of defence mr lufuma on security situation in bweengwa,mr michelo bringing security bweengwa constituency killing stealing cattle believe scenario similar constituency keeping cattle,1
309,mr michelo hon member of parliament for bweengwa on the acting leader of government business in the house and hon minister of defence mr lufuma on security situation in bweengwa,mr michelo madam speaker imagine money provided supposed resign politics former republican president mentioned politician politician,0
310,mr michelo hon member of parliament for bweengwa on the acting leader of government business in the house and hon minister of defence mr lufuma on security situation in bweengwa,member today day finish note member bweengwa issue political house deal politically,0
311,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,mr phiri madam speaker opportunity matter urgent public importance directed minister home affair internal security,0
312,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,mr phiri madam speaker unknown armed ak47 staged robbery shop opposite st francis katete believed gun coat written zambia police motor bike abandon criminal belongs zambia police service katete,1
313,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,madam speaker similar incident happened past life lost colossal sum money stolen shop owner filing station katete robber intercepted freed shop,1
314,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,madam speaker matter urgent public importance katete living fear weapon supposed protect citizen area robbery matter left unattended mean lose life similar incident happened lost life,1
315,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,mr phiri madam speaker happened sunday day ago police officer picked investigation chipata,0
316,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,mr mwiimbu madam speaker aware station occurred katete rightly indicated picked suspect alleged police officer,1
317,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,madam speaker respond state responsibility recruit individual employed security wing cautious careful careless criminal employed security wing,1
318,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,mr kampyongo madam speaker indeed totally agree minister community development superb,0
319,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,mr kampyongo madam speaker issue raised member mkaika constituency recruiting process indeed difficult point criminal different profession depending minister recall area member pubic reacted manner brought conflict law perceived inertia zambia police service recall youth appearing court reaction,1
320,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,madam speaker avoid occurrence transpired lose confidence zambia police officer happen ministry ensure occurred katete area member public reacted inertia police,1
321,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,madam speaker issue weapon supposed protect citizen criminal activity stringent measure ministry putting place ensure katete assured safety,1
322,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,mr mwiimbu madam speaker state measure ensure professionalism police service started process retraining police officer execute official duty remain professional exceptional circumstance occurred katete alleged officer misconducted criminally member public law hand,1
323,mr phiri hon member for mkaika on the hon minister of home affairs and internal security mr mwiimbu on unknown people armed with an ak47 who staged a robbery in katete,madam speaker member public arrest find individual police officer committing offence member public effect citizen arrest attempt katete,1
324,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,minister commerce trade industry mr mulenga madam speaker opportunity allowing deliver ministerial statement status joint initiative zambia democratic republic congo drc establishment value chain electric battery clean energy sector,1
325,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam member house recall initiative started excellency hakainde hichilema president republic zambia invited excellency tshisekedi tshilombo president democratic republic congo drc attend business forum 24th 25th november 2021,1
326,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,aim business forum foster development robust electric vehicle battery evb,1
327,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,listen ministerial statement pay attention talking,0
328,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr mulenga madam speaker aim business forum foster development robust evb renewable energy value chain market africa business forum head state committed implementing initiative republic zambia drc,1
329,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker april 2022 zambia drc respective minister responsible industry finance mine signed agreement country establishment value chain electric battery clean energy sector purpose agreement provide framework bilateral cooperation facilitate strengthen collaboration country basis area common interest establishment battery value chain,1
330,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker establishment common governance framework agreement battery council composed head state deputy secretary executive secretary united nation economic commission africa uneca president africa bank afreximbank reputable individual recommended head state,1
331,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,uneca afreximbank engaged country working joint initiative move mineral value chain business forum institution identified strategic technical financial partner successful implementation joint evb initiative,1
332,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam signing cooperation agreement government engaged uneca afreximbank negotiated agreement establishment sezs dedicated production battery precursor battery electric vehicle zone developed accordance law governing establishment sezs respective country,1
333,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker pleased report agreement signed party zambia drc uneca afreximbank 27th march 2023 kinshasa drc recently returned,1
334,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker agreement great opportunity accelerating implementation joint initiative harnessing mineral resource wealth country foster industrialisation initiative vision excellency republican president bringing value addition industrialisation zambia,1
335,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker regard identification implementation site initiative time signing agreement april 2022 drc identified land carved 500 kipushi special economic zone ksez region initiative,1
336,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,hand view identify potential site sez zambia ministry local government rural development led land identification exercise town copperbelt province 2022 exercise potential site visited recommendation provided site visited,1
337,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker resulting exercise ground truthing exercise undertaken officer ministry commerce trade industry ministry land natural resource ministry mine mineral development ministry finance national planning ministry local government rural development copperbelt province view arrive decision proposed site sez,1
338,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker member house pleased report suitable site identified copperbelt particularly ndola initiative view revive ndola industrial zone past site selected proximity mineral resource drc proximity amenity road network,1
339,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker highlight core principle afreximbank consider development proposal government zambia drc conclusion study land identified sezs,1
340,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam study constitute basis relied principle characteristic zone including purpose industrial estate utilisation surface area typology activity,1
341,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,signing agreement zambia drc uneca afreximbank 27th march 2023 conducting study identified land expected commence week,1
342,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker conclude stating evb value chain initiative wake global transition decarbonised world renewable energy shift powered critical strategic mineral zambia drc posse,1
343,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,regard madam speaker country endowed transform manage utilise natural resource government committed promoting activity generate value natural resource locally benefit country mineral wealth unlike previous trend exporting resource raw form,1
344,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker confident implementation joint evb initiative zambia mineral resource playing significant role country industrialisation agenda transformation,1
345,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr kampyongo shiwang andu madam speaker appreciate ministerial statement rendered minister responsible commerce trade industry,0
346,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker statement minister indicated signing quadripartite deal week week democratic republic congo drc shared step follow earlier year republican president counterpart drc mr tshisekedi tshilombo witnessed signing ceremony memorandum understanding mou minister commerce trade industry counterpart minister home affair internal security colleague drc united state america usa secretary state minister share august house nation large role interest usa transaction quadripartite deal speak usa mou signed usa secretary state protocol arrangement signing mous fashion mean state mou signed interest,1
347,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr chipoka mulenga madam speaker indeed zambian government democratic republic congo drc united state america usa signed agreement electric battery value chain signed usa agreement technical support truth told america leader sector tesla usa technical support american open initiative,1
348,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker signing agreement exclusive limit dealing american electric battery value chain open country including china report house yesterday meeting company called china molybdenum company limited cmoc china expressed interest setting battery value chain country talk premature bring statement talk,1
349,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr mpundu nkana madam speaker put record minister approach harnessing potential sector commendable particularly teamed drc mineral talking aware regard lithium southern province devised proper mechanism manage resource,1
350,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker government undertaken deliberately understand lithium resource country deliberate policy manage resource deplete hand freely case,0
351,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr chipoka mulenga madam speaker lithium mineral structure database establish resource country ministry working collaboration ministry mine mineral development ministry finance national planning putting aggregation centre resource contribute gross domestic product gdp copper lithium manganese,0
352,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,point order raised,0
353,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr nkombo madam speaker apologise colleague minister commerce trade industry,0
354,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker point felt hallucinating heard member nkana harvest putting word lithium southern province free,0
355,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,rise standing order 65 member handbook innuendo permitted flow floor house minister understood free perception find member order southern province harvest product free aware free,0
356,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr nkombo needed protection madam speaker administrative purpose handle proceeds line,0
357,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,seek ruling,0
358,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,today day month handle handle today,0
359,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,minister answer question withdraw free southern province statement,0
360,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr mpundu madam speaker obliged withdraw free replace unguided mining,0
361,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr mpundu replace judge speaker,0
362,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr chipoka mulenga madam speaker responsible government aggregating taking account mineral resource reason embarking project value add mineral beneficiation country sufficient mineral resource ensure industry sustained,0
363,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,submit,0
364,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr kalobo madam speaker wusakile zambia large appreciate coming lithium battery project concerned ndola lot huge infrastructure international airport stadium,1
365,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr kalobo guidance madam speaker wanted preface question month minister groundbreaking cancer hospital,0
366,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,madam speaker government brought salisbury syndrome resource produced town develop town place battery production project kitwe considering mineral cobalt key industry lithium kitwe,1
367,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,mr chipoka mulenga madam speaker government strategic bring development country appreciate concern member ndola industrial park successive government paid attention reviving industrial fortune grateful giant mopani copper kitwe life back ndola left logistics hub ambition dawn government,1
368,the republic of congo joint initiative to establish a value chain in the electric battery and clean energy sector,asked question minister answering interjecting breach standing order reminded time question,0
